,Departure,Arrival
1611,"    Metz (Lorraine), France ","Namur (Namur), Belgium"
1612,"    Namur (Namur), Belgium ","Roubaix (Nord-Pas-de-Calais), France"
1613,"    Roubaix (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France"
1614,"    Rouen (Haute-Normandie), France ","Rennes (Bretagne), France"
1615,"    Blain (Pays de la Loire), France ","Nantes (Pays de la Loire), France"
1616,"    Nantes (Pays de la Loire), France ","La Rochelle (Poitou-Charentes), France"
1617,"    La Rochelle (Poitou-Charentes), France ","Bordeaux (Aquitaine), France"
1618,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France"
1619,"    Bayonne (Aquitaine), France ","Bagnères-de-Bigorre (Midi-Pyrenees), France"
1620,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France"
1621,"    Saint-Gaudens (Midi-Pyrenees), France ","Albi (Midi-Pyrenees), France"
1622,"    Albi (Midi-Pyrenees), France ","Aurillac (Auvergne), France"
1623,"    Aurillac (Auvergne), France ","Clermont-Ferrand (Auvergne), France"
1624,"    Puy de Dôme (Auvergne), France ","Puy de Dôme (Auvergne), France"
1625,"    Clermont-Ferrand (Auvergne), France ","Saint-Étienne (Rhone-Alpes), France"
1626,"    Saint-Étienne (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
1627,"    Le Lautaret (Provence-Alpes-Cote d'Azur), France ",
1628,,"Annecy (Rhone-Alpes), France"
1629,"    Annecy (Rhone-Alpes), France ","Chalon-sur-Saône (Bourgogne), France"
1630,"    Seurre (Bourgogne), France ","Dijon (Bourgogne), France"
1631,"    Dijon (Bourgogne), France ","Paris (Ile-de-France), France"
1632,"    Mulhouse (Alsace), France ","Paris (Ile-de-France), France"
1633,"    Mulhouse (Alsace), France ","Paris (Ile-de-France), France"
1634,"    Mulhouse (Alsace), France ","Paris (Ile-de-France), France"
1635,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Gent (Oost-Vlaanderen), Belgium"
1636,"    Gent (Oost-Vlaanderen), Belgium ","Dunkerque (Nord-Pas-de-Calais), France"
1637,"    Dunkerque (Nord-Pas-de-Calais), France ","Le Tréport (Haute-Normandie), France"
1638,"    Le Tréport (Haute-Normandie), France ","Versailles (Ile-de-France), France"
1639,"    Versailles (Ile-de-France), France ","Caen (Basse-Normandie), France"
1640,"    Caen (Basse-Normandie), France ","Saint-Brieuc (Bretagne), France"
1641,"    Saint-Brieuc (Bretagne), France ","Brest (Bretagne), France"
1642,"    Châteaulin (Bretagne), France ","Châteaulin (Bretagne), France"
1643,"    Quimper (Bretagne), France ","Saint-Nazaire (Pays de la Loire), France"
1644,"    Saint-Nazaire (Pays de la Loire), France ","Royan (Poitou-Charentes), France"
1645,"    Royan (Poitou-Charentes), France ","Bordeaux (Aquitaine), France"
1646,"    Bordeaux (Aquitaine), France ","Dax (Aquitaine), France"
1647,"    Dax (Aquitaine), France ","Pau (Aquitaine), France"
1648,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
1649,"    Luchon (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France"
1650,"    Toulouse (Midi-Pyrenees), France ","Béziers (Languedoc-Roussillon), France"
1651,"    Béziers (Languedoc-Roussillon), France ","Nîmes (Languedoc-Roussillon), France"
1652,"    Mont Ventoux (Provence-Alpes-Cote d'Azur), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France"
1653,"    Carpentras (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France"
1654,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1655,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France"
1656,"    Aix-les-Bains (Rhone-Alpes), France ","Besançon (Franche-Comte), France"
1657,"    Besançon (Franche-Comte), France ","Dijon (Bourgogne), France"
1658,"    Dijon (Bourgogne), France ","Paris (Ile-de-France), France"
1659,,"Paris (Ile-de-France), France"
1660,,"Paris (Ile-de-France), France"
1661,,"Paris (Ile-de-France), France"
1662,"    Nantes (Pays de la Loire), France ","Granville (Basse-Normandie), France"
1663,"    Granville (Basse-Normandie), France ","Caen (Basse-Normandie), France"
1664,"    Caen (Basse-Normandie), France ","Caen (Basse-Normandie), France"
1665,"    Caen (Basse-Normandie), France ","Rouen (Haute-Normandie), France"
1666,"    Rouen (Haute-Normandie), France ","Roubaix (Nord-Pas-de-Calais), France"
1667,"    Roubaix (Nord-Pas-de-Calais), France ","Charleroi (Hainaut), Belgium"
1668,"    Charleroi (Hainaut), Belgium ","Metz (Lorraine), France"
1669,"    Metz (Lorraine), France ","Colmar (Alsace), France"
1670,"    Colmar (Alsace), France ","Besançon (Franche-Comte), France"
1671,"    Besançon (Franche-Comte), France ","Thonon-les-Bains (Rhone-Alpes), France"
1672,"    Thonon-les-Bains (Rhone-Alpes), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1673,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France"
1674,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
1675,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Alés (Languedoc-Roussillon), France"
1676,"    Alés (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France"
1677,"    Perpignan (Languedoc-Roussillon), France ","Barcelona (Cataluña), Spain"
1678,"    Montjuich (Cataluña), Spain ","Montjuich (Cataluña), Spain"
1679,"    Barcelona (Cataluña), Spain ","Ax-les-Thermes (Midi-Pyrenees), France"
1680,"    Ax-les-Thermes (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France"
1681,"    Saint-Gaudens (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1682,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France"
1683,"    Bordeaux (Aquitaine), France ","Libourne (Aquitaine), France"
1684,"    Libourne (Aquitaine), France ","Tours (Centre), France"
1685,"    Tours (Centre), France ","Paris (Ile-de-France), France"
1686,"    Nantes (Pays de la Loire), France ","Paris (Ile-de-France), France"
1687,"    Nantes (Pays de la Loire), France ","Paris (Ile-de-France), France"
1688,"    Nantes (Pays de la Loire), France ","Paris (Ile-de-France), France"
1689,"    Reims (Champagne-Ardenne), France ","Liège (Liege), Belgium"
1690,"    Liège (Liege), Belgium ","Lille (Nord-Pas-de-Calais), France"
1691,"    Lille (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France"
1692,"    Rouen (Haute-Normandie), France ","Rouen (Haute-Normandie), France"
1693,"    Rouen (Haute-Normandie), France ","Caen (Basse-Normandie), France"
1694,"    Caen (Basse-Normandie), France ","Saint Malo (Bourgogne), France"
1695,"    Saint-Malo (Basse-Normandie), France ","Lorient (Bretagne), France"
1696,"    Lorient (Bretagne), France ","Angers (Pays de la Loire), France"
1697,"    Angers (Pays de la Loire), France ","La Rochelle (Poitou-Charentes), France"
1698,"    La Rochelle (Poitou-Charentes), France ","Bordeaux (Aquitaine), France"
1699,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France"
1700,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France"
1701,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
1702,"    Luchon (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France"
1703,"    Toulouse (Midi-Pyrenees), France ","Montpellier (Languedoc-Roussillon), France"
1704,"    Montpellier (Languedoc-Roussillon), France ","Aix-en-Provence (Provence-Alpes-Cote d'Azur), France"
1705,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France"
1706,"    Gap (Provence-Alpes-Cote d'Azur), France ","Turin (Piemonte), Italy"
1707,"    Turin (Piemonte), Italy ","Grenoble (Rhone-Alpes), France"
1708,"    Grenoble (Rhone-Alpes), France ","Saint-Étienne (Rhone-Alpes), France"
1709,"    Saint-Etienne (Pays de la Loire), France ","Lyon (Rhone-Alpes), France"
1710,"    Lyon (Rhone-Alpes), France ","Montluçon (Auvergne), France"
1711,"    Montluçon (Auvergne), France ","Paris (Ile-de-France), France"
1712,"    Reims (Champagne-Ardenne), France ","Paris (Ile-de-France), France"
1713,"    Reims (Champagne-Ardenne), France ","Paris (Ile-de-France), France"
1714,"    Reims (Champagne-Ardenne), France ","Paris (Ile-de-France), France"
1715,"    Le Havre (Haute-Normandie), France ","Dieppe (Haute-Normandie), France"
1716,"    Dieppe (Haute-Normandie), France ","Dieppe (Haute-Normandie), France"
1717,"    Dieppe (Haute-Normandie), France ","Roubaix (Nord-Pas-de-Calais), France"
1718,"    Roubaix (Nord-Pas-de-Calais), France ","Namur (Namur), Belgium"
1719,"    Namur (Namur), Belgium ","Metz (Lorraine), France"
1720,"    Metz (Lorraine), France ","Colmar (Alsace), France"
1721,"    Colmar (Alsace), France ","Zürich (Zürich), Switzerland"
1722,"    Zürich (Zürich), Switzerland ","Thonon-les-Bains (Rhone-Alpes), France"
1723,"    Thonon-les-Bains (Rhone-Alpes), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1724,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Monaco , Monaco"
1725,"    Monaco , Monaco ","Marseille (Provence-Alpes-Cote d'Azur), France"
1726,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Avignon (Provence-Alpes-Cote d'Azur), France"
1727,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Millau (Midi-Pyrenees), France"
1728,"    Millau (Midi-Pyrenees), France ","Albi (Midi-Pyrenees), France"
1729,"    Albi (Midi-Pyrenees), France ","Narbonne (Languedoc-Roussillon), France"
1730,"    Narbonne (Languedoc-Roussillon), France ","Ax-les-Thermes (Midi-Pyrenees), France"
1731,"    Ax-les-Thermes (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France"
1732,"    Toulouse (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France"
1733,"    Saint-Gaudens (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1734,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France"
1735,"    Bordeaux (Aquitaine), France ","Poitiers (Poitou-Charentes), France"
1736,"    Châtellerault (Poitou-Charentes), France "," , France"
1737,"     , France ","Paris (Ile-de-France), France"
1738,"    Le Havre (Haute-Normandie), France ","Paris (Ile-de-France), France"
1739,"    Le Havre (Haute-Normandie), France ","Paris (Ile-de-France), France"
1740,"    Le Havre (Haute-Normandie), France ","Paris (Ile-de-France), France"
1741,"    Amsterdam (Noord-Holland), The Netherlands ","Brasschaat (Antwerpen), Belgium"
1742,"    Beveren-Waas (Oost-Vlaanderen), Belgium ","Lille (Nord-Pas-de-Calais), France"
1743,"    Lille (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France"
1744,"    Rouen (Haute-Normandie), France ","Rouen (Haute-Normandie), France"
1745,"    Rouen (Haute-Normandie), France ","Caen (Basse-Normandie), France"
1746,"    Caen (Basse-Normandie), France ","Saint-Brieuc (Bretagne), France"
1747,"    Saint-Brieuc (Bretagne), France ","Brest (Bretagne), France"
1748,"    Brest (Bretagne), France ","Vannes (Bretagne), France"
1749,"    Vannes (Bretagne), France ","Angers (Pays de la Loire), France"
1750,"    Angers (Pays de la Loire), France ","Bordeaux (Aquitaine), France"
1751,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France"
1752,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France"
1753,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
1754,"    Luchon (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France"
1755,"    Toulouse (Midi-Pyrenees), France ","Millau (Midi-Pyrenees), France"
1756,"    Millau (Midi-Pyrenees), France ","Le Puy (Aquitaine), France"
1757,"    Le Puy (Rhone-Alpes), France ","Lyon (Rhone-Alpes), France"
1758,"    Lyon (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
1759,"    Grenoble (Rhone-Alpes), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1760,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France"
1761,"    Aix-les-Bains (Rhone-Alpes), France ","Besançon (Franche-Comte), France"
1762,"    Besançon (Franche-Comte), France ","Épinal (Lorraine), France"
1763,"    Épinal (Lorraine), France ","Nancy (Lorraine), France"
1764,"    Nancy (Lorraine), France ","Troyes (Champagne-Ardenne), France"
1765,"    Troyes (Champagne-Ardenne), France ","Paris (Ile-de-France), France"
1766,,
1767,,
1768,,
1769,"    Strasbourg (Alsace), France ","Metz (Lorraine), France"
1770,"    Metz (Lorraine), France ","Liège (Liege), Belgium"
1771,"    Liège (Liege), Belgium ","Lille (Nord-Pas-de-Calais), France"
1772,"    Lille (Nord-Pas-de-Calais), France ","Dieppe (Haute-Normandie), France"
1773,"    Dieppe (Haute-Normandie), France ","Caen (Basse-Normandie), France"
1774,"    Caen (Basse-Normandie), France ","Le Mans (Pays de la Loire), France"
1775,"    Le Mans (Pays de la Loire), France ","Nantes (Pays de la Loire), France"
1776,"    Nantes (Pays de la Loire), France ","Bordeaux (Aquitaine), France"
1777,"    Bordeaux (Aquitaine), France ","Pau (Aquitaine), France"
1778,"    Pau (Aquitaine), France ","Cauterets (Midi-Pyrenees), France"
1779,"    Cauterets (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France"
1780,"    Luchon (Midi-Pyrenees), France ","Albi (Midi-Pyrenees), France"
1781,"    Albi (Midi-Pyrenees), France ","Béziers (Languedoc-Roussillon), France"
1782,"    Béziers (Languedoc-Roussillon), France ","Nîmes (Languedoc-Roussillon), France"
1783,"    Nîmes (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
1784,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Monaco , Monaco"
1785,"    Monaco , Monaco ","Gap (Provence-Alpes-Cote d'Azur), France"
1786,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1787,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Lyon (Rhone-Alpes), France"
1788,"    Lyon (Rhone-Alpes), France ","Saint-Étienne (Rhone-Alpes), France"
1789,"    Saint-Étienne (Rhone-Alpes), France ","Montluçon (Auvergne), France"
1790,"    Montluçon (Auvergne), France ","Paris (Ile-de-France), France"
1791,"    Strasbourg (Alsace), France ","Paris (Ile-de-France), France"
1792,"    Strasbourg (Alsace), France ","Paris (Ile-de-France), France"
1793,"    Strasbourg (Alsace), France ","Paris (Ile-de-France), France"
1794,"    Brest (Bretagne), France ","Rennes (Bretagne), France"
1795,"    Rennes (Bretagne), France ","Le Mans (Pays de la Loire), France"
1796,"    Le Mans (Pays de la Loire), France ","Rouen (Haute-Normandie), France"
1797,"    Rouen (Haute-Normandie), France ","Roubaix (Nord-Pas-de-Calais), France"
1798,"    Roubaix (Nord-Pas-de-Calais), France ","Namur (Namur), Belgium"
1799,"    Namur (Namur), Belgium ","Metz (Lorraine), France"
1800,"    Metz (Lorraine), France ","Nancy (Lorraine), France"
1801,"    Nancy (Lorraine), France ","Mulhouse (Alsace), France"
1802,"    Mulhouse (Alsace), France ","Lausanne (Vaud), Switzerland"
1803,"    Lausanne (Vaud), Switzerland ","L'Alpe-d'Huez (Rhone-Alpes), France"
1804,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Sestrières (Piemonte), Italy"
1805,"    Sestrières (Piemonte), Italy ","Monaco , Monaco"
1806,"    Monaco , Monaco ","Aix-en-Provence (Provence-Alpes-Cote d'Azur), France"
1807,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Avignon (Provence-Alpes-Cote d'Azur), France"
1808,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Perpignan (Languedoc-Roussillon), France"
1809,"    Perpignan (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France"
1810,"    Toulouse (Midi-Pyrenees), France ","Bagnères-de-Bigorre (Midi-Pyrenees), France"
1811,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1812,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France"
1813,"    Bordeaux (Aquitaine), France ","Limoges (Limousin), France"
1814,"    Limoges (Limousin), France ","Clermont-Ferrand (Auvergne), France"
1815,"    Clermont-Ferrand (Auvergne), France ","Vichy (Auvergne), France"
1816,"    Vichy (Auvergne), France ","Paris (Ile-de-France), France"
1817,"    Brest (Bretagne), France ","Paris (Ile-de-France), France"
1818,"    Brest (Bretagne), France ","Paris (Ile-de-France), France"
1819,"    Metz (Lorraine), France ","Reims (Champagne-Ardenne), France"
1820,"    Reims (Champagne-Ardenne), France ","Gent (Oost-Vlaanderen), Belgium"
1821,"    Gent (Oost-Vlaanderen), Belgium ","Le Tréport (Haute-Normandie), France"
1822,"    Le Tréport (Haute-Normandie), France ","Paris (Ile-de-France), France"
1823,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France"
1824,"    Caen (Basse-Normandie), France ","Rennes (Bretagne), France"
1825,"    La Guerche (Bretagne), France ","Angers (Pays de la Loire), France"
1826,"    Angers (Pays de la Loire), France ","Limoges (Limousin), France"
1827,"    Limoges (Limousin), France ","Clermont-Ferrand (Auvergne), France"
1828,"    Clermont-Ferrand (Auvergne), France ","Brive-la-Gaillarde (Limousin), France"
1829,"    Brive-la-Gaillarde (Limousin), France ","Agen (Aquitaine), France"
1830,"    Agen (Aquitaine), France ","Dax (Aquitaine), France"
1831,"    Dax (Aquitaine), France ","Tarbes (Midi-Pyrenees), France"
1832,"    Tarbes (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France"
1833,"    Luchon (Midi-Pyrenees), France ","Carcassonne (Languedoc-Roussillon), France"
1834,"    Carcassonne (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France"
1835,"    Montpellier (Languedoc-Roussillon), France ","Avignon (Provence-Alpes-Cote d'Azur), France"
1836,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
1837,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France"
1838,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1839,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France"
1840,"    Aix-les-Bains (Rhone-Alpes), France "," , Switzerland"
1841,"     , Switzerland ","Dijon (Bourgogne), France"
1842,"    Dijon (Bourgogne), France ","Paris (Ile-de-France), France"
1843,"    Metz (Lorraine), France ","Paris (Ile-de-France), France"
1844,"    Metz (Lorraine), France ","Paris (Ile-de-France), France"
1845,"    Paris (Ile-de-France), France ","Metz (Lorraine), France"
1846,"    Metz (Lorraine), France ","Liège (Liege), Belgium"
1847,"    Liège (Liege), Belgium ","Lille (Nord-Pas-de-Calais), France"
1848,"    Lille (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France"
